model,camera,max_depth_m,num_frames,valid_pixels,mae_m,rmse_m,abs_rel,median_ae_m
Metric3D-v2-ViT-Giant2,CAM_FRONT,5.0,16182,3180194,0.2459141,1.91676712,0.06037422,0.14600801
